iso_code,coal_consumption,year,color
GAB,,1996,A00000
GMB,,1996,FFFF60
GEO,,1996,FFA0A0
GHA,,1996,FF60FF
GIB,,1996,60FFFF
GRL,,1996,FF5000
GRD,,1996,5000FF
GLP,,1996,0050FF
GUM,,1996,FF0050
GTM,,1996,50FF00
GIN,,1996,005000
GNB,,1996,500000
GUY,,1996,FF5050
HTI,,1996,50FF50
HND,,1996,5050FF
IRQ,,1996,FFB0B0
JAM,,1996,FFFF50
JOR,,1996,FF50FF
KEN,,1996,A0FFA0
KIR,,1996,50FFFF
KWT,,1996,FFC8FF
KGZ,,1996,FF4000
LAO,,1996,4000FF
LBN,,1996,0040FF
LSO,,1996,FF0040
LBR,,1996,40FF00
LBY,,1996,A0A0FF
MAC,,1996,004000
MDG,,1996,400000
MWI,,1996,FF4040
MDV,,1996,40FF40
MLI,,1996,4040FF
MLT,,1996,FFFFA0
MTQ,,1996,FFFF40
MRT,,1996,FF40FF
MUS,,1996,40FFFF
FSM,,1996,FF3000
MDA,,1996,FFA0FF
MNG,,1996,A0FFFF
MSR,,1996,3000FF
MOZ,,1996,0030FF
MMR,,1996,9000FF
NAM,,1996,FF0030
NRU,,1996,30FF00
NPL,,1996,003000
ANT,,1996,300000
NCL,,1996,FF3030
NIC,,1996,30FF30
NER,,1996,3030FF
NGA,,1996,0090FF
NIU,,1996,FFFF30
PRK,,1996,FF30FF
MNP,,1996,30FFFF
PAN,,1996,2000FF
PNG,,1996,0020FF
PRY,,1996,FF0020
PRI,,1996,20FF00
QAT,,1996,00B000
REU,,1996,002000
RWA,,1996,200000
SHN,,1996,FF2020
KNA,,1996,20FF20
LCA,,1996,2020FF
SPM,,1996,FFFF20
VCT,,1996,FF20FF
WSM,,1996,20FFFF
STP,,1996,FF1000
SEN,,1996,1000FF
SRB,,1996,FF0090
SYC,,1996,0010FF
SLE,,1996,FF0010
SLB,,1996,10FF00
SOM,,1996,001000
SDN,,1996,009000
SUR,,1996,100000
SYR,,1996,900000
TJK,,1996,FF1010
TZA,,1996,10FF10
TGO,,1996,1010FF
TON,,1996,FFFF10
TUN,,1996,FF9090
TCA,,1996,FF10FF
TUV,,1996,10FFFF
UGA,,1996,FF0000
ARE,,1996,F00000
VIR,,1996,00FF00
URY,,1996,90FF90
VUT,,1996,0000FF
ESH,,1996,FFFFFF
YEM,,1996,9090FF
ZMB,,1996,#VALUE!
ZWE,,1996,FFFF90
AFG,,1995,FF90FF
ALB,,1995,90FFFF
ASM,,1995,FF8000
AGO,,1995,B0FFB0
ATA,,1995,8000FF
ATG,,1995,0080FF
ARM,,1995,FF0080
ABW,,1995,80FF00
BHS,,1995,008000
BHR,,1995,B0B0FF
BRB,,1995,800000
BLZ,,1995,FF8080
BEN,,1995,80FF80
BMU,,1995,8080FF
BTN,,1995,FFFF80
BOL,,1995,FFFFB0
BIH,,1995,FFB0FF
BWA,,1995,FF80FF
VGB,,1995,80FFFF
BRN,,1995,B0FFFF
BFA,,1995,FF7000
BDI,,1995,FFA000
KHM,,1995,7000FF
CMR,,1995,0070FF
CPV,,1995,FF0070
CYM,,1995,70FF00
CAF,,1995,007000
TCD,,1995,A000FF
COM,,1995,700000
COG,,1995,00A0FF
COK,,1995,FF7070
CRI,,1995,FF00A0
CIV,,1995,70FF70
CUB,,1995,7070FF
COD,,1995,FFFF70
DJI,,1995,FF70FF
DMA,,1995,70FFFF
DOM,,1995,FF6000
SLV,,1995,A0FF00
GNQ,,1995,00A000
ERI,,1995,0060FF
SWZ,,1995,FF0060
ETH,,1995,60FF00
FLK,,1995,006000
FRO,,1995,600000
FJI,,1995,FF6060
GUF,,1995,60FF60
PYF,,1995,6060FF
GAB,,1995,A00000
GMB,,1995,FFFF60
GEO,,1995,FFA0A0
GHA,,1995,FF60FF
GIB,,1995,60FFFF
GRL,,1995,FF5000
GRD,,1995,5000FF
GLP,,1995,0050FF
GUM,,1995,FF0050
GTM,,1995,50FF00
GIN,,1995,005000
GNB,,1995,500000
GUY,,1995,FF5050
HTI,,1995,50FF50
HND,,1995,5050FF
IRQ,,1995,FFB0B0
JAM,,1995,FFFF50
JOR,,1995,FF50FF
KEN,,1995,A0FFA0
KIR,,1995,50FFFF
KWT,,1995,FFC8FF
KGZ,,1995,FF4000
LAO,,1995,4000FF
LBN,,1995,0040FF
LSO,,1995,FF0040
LBR,,1995,40FF00
LBY,,1995,A0A0FF
MAC,,1995,004000
MDG,,1995,400000
MWI,,1995,FF4040
MDV,,1995,40FF40
MLI,,1995,4040FF
MLT,,1995,FFFFA0
MTQ,,1995,FFFF40
MRT,,1995,FF40FF
MUS,,1995,40FFFF
FSM,,1995,FF3000
MDA,,1995,FFA0FF
MNG,,1995,A0FFFF
MSR,,1995,3000FF
MOZ,,1995,0030FF
MMR,,1995,9000FF
NAM,,1995,FF0030
NRU,,1995,30FF00
NPL,,1995,003000
ANT,,1995,300000
NCL,,1995,FF3030
NIC,,1995,30FF30
NER,,1995,3030FF
NGA,,1995,0090FF
NIU,,1995,FFFF30
PRK,,1995,FF30FF
MNP,,1995,30FFFF
PAN,,1995,2000FF
PNG,,1995,0020FF
PRY,,1995,FF0020
PRI,,1995,20FF00
QAT,,1995,00B000
REU,,1995,002000
RWA,,1995,200000
SHN,,1995,FF2020
KNA,,1995,20FF20
LCA,,1995,2020FF
SPM,,1995,FFFF20
VCT,,1995,FF20FF
WSM,,1995,20FFFF
STP,,1995,FF1000
SEN,,1995,1000FF
SRB,,1995,FF0090
SYC,,1995,0010FF
SLE,,1995,FF0010
SLB,,1995,10FF00
SOM,,1995,001000
SDN,,1995,009000
SUR,,1995,100000
SYR,,1995,900000
TJK,,1995,FF1010
TZA,,1995,10FF10
TGO,,1995,1010FF
TON,,1995,FFFF10
TUN,,1995,FF9090
TCA,,1995,FF10FF
TUV,,1995,10FFFF
UGA,,1995,FF0000
ARE,,1995,F00000
VIR,,1995,00FF00
URY,,1995,90FF90
VUT,,1995,0000FF
ESH,,1995,FFFFFF
YEM,,1995,9090FF
ZMB,,1995,#VALUE!
ZWE,,1995,FFFF90
AFG,,1994,FF90FF
ALB,,1994,90FFFF
ASM,,1994,FF8000
AGO,,1994,B0FFB0
ATA,,1994,8000FF
ATG,,1994,0080FF
ARM,,1994,FF0080
ABW,,1994,80FF00
BHS,,1994,008000
BHR,,1994,B0B0FF
BRB,,1994,800000
BLZ,,1994,FF8080
BEN,,1994,80FF80
BMU,,1994,8080FF
BTN,,1994,FFFF80
BOL,,1994,FFFFB0
BIH,,1994,FFB0FF
BWA,,1994,FF80FF
VGB,,1994,80FFFF
BRN,,1994,B0FFFF
BFA,,1994,FF7000
BDI,,1994,FFA000
KHM,,1994,7000FF
CMR,,1994,0070FF
CPV,,1994,FF0070
CYM,,1994,70FF00
CAF,,1994,007000
TCD,,1994,A000FF
COM,,1994,700000
COG,,1994,00A0FF
COK,,1994,FF7070
CRI,,1994,FF00A0
CIV,,1994,70FF70
CUB,,1994,7070FF
COD,,1994,FFFF70
DJI,,1994,FF70FF
DMA,,1994,70FFFF
DOM,,1994,FF6000
SLV,,1994,A0FF00
GNQ,,1994,00A000
ERI,,1994,0060FF
SWZ,,1994,FF0060
ETH,,1994,60FF00
FLK,,1994,006000
FRO,,1994,600000
FJI,,1994,FF6060
GUF,,1994,60FF60
PYF,,1994,6060FF
GAB,,1994,A00000
GMB,,1994,FFFF60
GEO,,1994,FFA0A0
GHA,,1994,FF60FF
GIB,,1994,60FFFF
GRL,,1994,FF5000
GRD,,1994,5000FF
GLP,,1994,0050FF
GUM,,1994,FF0050
GTM,,1994,50FF00
GIN,,1994,005000
GNB,,1994,500000
GUY,,1994,FF5050
HTI,,1994,50FF50
HND,,1994,5050FF
IRQ,,1994,FFB0B0
JAM,,1994,FFFF50
JOR,,1994,FF50FF
KEN,,1994,A0FFA0
KIR,,1994,50FFFF
KWT,,1994,FFC8FF
KGZ,,1994,FF4000
LAO,,1994,4000FF
LBN,,1994,0040FF
LSO,,1994,FF0040
LBR,,1994,40FF00
LBY,,1994,A0A0FF
MAC,,1994,004000
MDG,,1994,400000
MWI,,1994,FF4040
MDV,,1994,40FF40
MLI,,1994,4040FF
MLT,,1994,FFFFA0
MTQ,,1994,FFFF40
MRT,,1994,FF40FF
MUS,,1994,40FFFF
FSM,,1994,FF3000
MDA,,1994,FFA0FF
MNG,,1994,A0FFFF
MSR,,1994,3000FF
MOZ,,1994,0030FF
MMR,,1994,9000FF
NAM,,1994,FF0030
NRU,,1994,30FF00
NPL,,1994,003000
ANT,,1994,300000
NCL,,1994,FF3030
NIC,,1994,30FF30
NER,,1994,3030FF
NGA,,1994,0090FF
NIU,,1994,FFFF30
PRK,,1994,FF30FF
MNP,,1994,30FFFF
PAN,,1994,2000FF
PNG,,1994,0020FF
PRY,,1994,FF0020
PRI,,1994,20FF00
QAT,,1994,00B000
REU,,1994,002000
RWA,,1994,200000
SHN,,1994,FF2020
KNA,,1994,20FF20
LCA,,1994,2020FF
SPM,,1994,FFFF20
VCT,,1994,FF20FF
WSM,,1994,20FFFF
STP,,1994,FF1000
SEN,,1994,1000FF
SRB,,1994,FF0090
SYC,,1994,0010FF
SLE,,1994,FF0010
SLB,,1994,10FF00
SOM,,1994,001000
SDN,,1994,009000
SUR,,1994,100000
SYR,,1994,900000
TJK,,1994,FF1010
TZA,,1994,10FF10
TGO,,1994,1010FF
TON,,1994,FFFF10
TUN,,1994,FF9090
TCA,,1994,FF10FF
TUV,,1994,10FFFF
UGA,,1994,FF0000
ARE,,1994,F00000
VIR,,1994,00FF00
URY,,1994,90FF90
VUT,,1994,0000FF
ESH,,1994,FFFFFF
YEM,,1994,9090FF
ZMB,,1994,#VALUE!
ZWE,,1994,FFFF90
AFG,,1993,FF90FF
ALB,,1993,90FFFF
ASM,,1993,FF8000
AGO,,1993,B0FFB0
ATA,,1993,8000FF
ATG,,1993,0080FF
ARM,,1993,FF0080
ABW,,1993,80FF00
BHS,,1993,008000
BHR,,1993,B0B0FF
BRB,,1993,800000
BLZ,,1993,FF8080
BEN,,1993,80FF80
BMU,,1993,8080FF
BTN,,1993,FFFF80
BOL,,1993,FFFFB0
BIH,,1993,FFB0FF
BWA,,1993,FF80FF
VGB,,1993,80FFFF
BRN,,1993,B0FFFF
BFA,,1993,FF7000
BDI,,1993,FFA000
KHM,,1993,7000FF
CMR,,1993,0070FF
CPV,,1993,FF0070
CYM,,1993,70FF00
CAF,,1993,007000
TCD,,1993,A000FF
COM,,1993,700000
COG,,1993,00A0FF
COK,,1993,FF7070
CRI,,1993,FF00A0
CIV,,1993,70FF70
CUB,,1993,7070FF
COD,,1993,FFFF70
DJI,,1993,FF70FF
DMA,,1993,70FFFF
DOM,,1993,FF6000
SLV,,1993,A0FF00
GNQ,,1993,00A000
SWZ,,1993,FF0060
ETH,,1993,60FF00
FLK,,1993,006000
FRO,,1993,600000
FJI,,1993,FF6060
GUF,,1993,60FF60
PYF,,1993,6060FF
GAB,,1993,A00000
GMB,,1993,FFFF60
GEO,,1993,FFA0A0
GHA,,1993,FF60FF
GIB,,1993,60FFFF
GRL,,1993,FF5000
GRD,,1993,5000FF
GLP,,1993,0050FF
GUM,,1993,FF0050
GTM,,1993,50FF00
GIN,,1993,005000
GNB,,1993,500000
GUY,,1993,FF5050
HTI,,1993,50FF50
HND,,1993,5050FF
IRQ,,1993,FFB0B0
JAM,,1993,FFFF50
JOR,,1993,FF50FF
KEN,,1993,A0FFA0
KIR,,1993,50FFFF
KWT,,1993,FFC8FF
KGZ,,1993,FF4000
LAO,,1993,4000FF
LBN,,1993,0040FF
LSO,,1993,FF0040
LBR,,1993,40FF00
LBY,,1993,A0A0FF
MAC,,1993,004000
MDG,,1993,400000
MWI,,1993,FF4040
MDV,,1993,40FF40
MLI,,1993,4040FF
MLT,,1993,FFFFA0
MTQ,,1993,FFFF40
MRT,,1993,FF40FF
MUS,,1993,40FFFF
FSM,,1993,FF3000
MDA,,1993,FFA0FF
MNG,,1993,A0FFFF
MSR,,1993,3000FF
MOZ,,1993,0030FF
MMR,,1993,9000FF
NAM,,1993,FF0030
NRU,,1993,30FF00
NPL,,1993,003000
ANT,,1993,300000
NCL,,1993,FF3030
NIC,,1993,30FF30
NER,,1993,3030FF
NGA,,1993,0090FF
NIU,,1993,FFFF30
PRK,,1993,FF30FF
MNP,,1993,30FFFF
OMN,,1993,00B0FF
PAN,,1993,2000FF
PNG,,1993,0020FF
PRY,,1993,FF0020
PRI,,1993,20FF00
QAT,,1993,00B000
REU,,1993,002000
RWA,,1993,200000
SHN,,1993,FF2020
KNA,,1993,20FF20
LCA,,1993,2020FF
SPM,,1993,FFFF20
VCT,,1993,FF20FF
WSM,,1993,20FFFF
STP,,1993,FF1000
SEN,,1993,1000FF
SRB,,1993,FF0090
SYC,,1993,0010FF
SLE,,1993,FF0010
SLB,,1993,10FF00
SOM,,1993,001000
SDN,,1993,009000
SUR,,1993,100000
SYR,,1993,900000
TJK,,1993,FF1010
TZA,,1993,10FF10
TGO,,1993,1010FF
TON,,1993,FFFF10
TUN,,1993,FF9090
TCA,,1993,FF10FF
TUV,,1993,10FFFF
UGA,,1993,FF0000
ARE,,1993,F00000
VIR,,1993,00FF00
URY,,1993,90FF90
VUT,,1993,0000FF
ESH,,1993,FFFFFF
YEM,,1993,9090FF
ZMB,,1993,#VALUE!
ZWE,,1993,FFFF90
AFG,,1992,FF90FF
ALB,,1992,90FFFF
ASM,,1992,FF8000
AGO,,1992,B0FFB0
ATA,,1992,8000FF
ATG,,1992,0080FF
ARM,,1992,FF0080
ABW,,1992,80FF00
BHS,,1992,008000
BHR,,1992,B0B0FF
BRB,,1992,800000
BLZ,,1992,FF8080
BEN,,1992,80FF80
BMU,,1992,8080FF
BTN,,1992,FFFF80
BOL,,1992,FFFFB0
BIH,,1992,FFB0FF
BWA,,1992,FF80FF
VGB,,1992,80FFFF
BRN,,1992,B0FFFF
BFA,,1992,FF7000
BDI,,1992,FFA000
KHM,,1992,7000FF
CMR,,1992,0070FF
CPV,,1992,FF0070
CYM,,1992,70FF00
CAF,,1992,007000
TCD,,1992,A000FF
COM,,1992,700000
COG,,1992,00A0FF
COK,,1992,FF7070
CRI,,1992,FF00A0
CIV,,1992,70FF70
CUB,,1992,7070FF
COD,,1992,FFFF70
DJI,,1992,FF70FF
DMA,,1992,70FFFF
DOM,,1992,FF6000
SLV,,1992,A0FF00
GNQ,,1992,00A000
SWZ,,1992,FF0060
ETH,,1992,60FF00
FLK,,1992,006000
FRO,,1992,600000
FJI,,1992,FF6060
GUF,,1992,60FF60
PYF,,1992,6060FF
GAB,,1992,A00000
GMB,,1992,FFFF60
GEO,,1992,FFA0A0
GHA,,1992,FF60FF
GIB,,1992,60FFFF
GRL,,1992,FF5000
GRD,,1992,5000FF
GLP,,1992,0050FF
GUM,,1992,FF0050
GTM,,1992,50FF00
GIN,,1992,005000
GNB,,1992,500000
GUY,,1992,FF5050
HTI,,1992,50FF50
HND,,1992,5050FF
IRQ,,1992,FFB0B0
JAM,,1992,FFFF50
JOR,,1992,FF50FF
KEN,,1992,A0FFA0
KIR,,1992,50FFFF
KWT,,1992,FFC8FF
KGZ,,1992,FF4000
LAO,,1992,4000FF
LBN,,1992,0040FF
LSO,,1992,FF0040
LBR,,1992,40FF00
LBY,,1992,A0A0FF
MAC,,1992,004000
MDG,,1992,400000
MWI,,1992,FF4040
MDV,,1992,40FF40
MLI,,1992,4040FF
MLT,,1992,FFFFA0
MTQ,,1992,FFFF40
MRT,,1992,FF40FF
MUS,,1992,40FFFF
FSM,,1992,FF3000
MDA,,1992,FFA0FF
MNG,,1992,A0FFFF
MSR,,1992,3000FF
MOZ,,1992,0030FF
MMR,,1992,9000FF
NAM,,1992,FF0030
NRU,,1992,30FF00
NPL,,1992,003000
ANT,,1992,300000
NCL,,1992,FF3030
NIC,,1992,30FF30
NER,,1992,3030FF
NGA,,1992,0090FF
NIU,,1992,FFFF30
PRK,,1992,FF30FF
MNP,,1992,30FFFF
OMN,,1992,00B0FF
PAN,,1992,2000FF
PNG,,1992,0020FF
PRY,,1992,FF0020
PRI,,1992,20FF00
QAT,,1992,00B000
REU,,1992,002000
RWA,,1992,200000
SHN,,1992,FF2020
KNA,,1992,20FF20
LCA,,1992,2020FF
SPM,,1992,FFFF20
VCT,,1992,FF20FF
WSM,,1992,20FFFF
STP,,1992,FF1000
SEN,,1992,1000FF
SRB,,1992,FF0090
SYC,,1992,0010FF
SLE,,1992,FF0010
SLB,,1992,10FF00
SOM,,1992,001000
SDN,,1992,009000
SUR,,1992,100000
SYR,,1992,900000
TJK,,1992,FF1010
TZA,,1992,10FF10
TGO,,1992,1010FF
TON,,1992,FFFF10
TUN,,1992,FF9090
TCA,,1992,FF10FF
TUV,,1992,10FFFF
UGA,,1992,FF0000
ARE,,1992,F00000
VIR,,1992,00FF00
URY,,1992,90FF90
VUT,,1992,0000FF
ESH,,1992,FFFFFF
YEM,,1992,9090FF
ZMB,,1992,#VALUE!
ZWE,,1992,FFFF90
AFG,,1991,FF90FF
ALB,,1991,90FFFF
ASM,,1991,FF8000
AGO,,1991,B0FFB0
ATA,,1991,8000FF
ATG,,1991,0080FF
ABW,,1991,80FF00
BHS,,1991,008000
BHR,,1991,B0B0FF
BRB,,1991,800000
BLZ,,1991,FF8080
BEN,,1991,80FF80
BMU,,1991,8080FF
BTN,,1991,FFFF80
BOL,,1991,FFFFB0
BWA,,1991,FF80FF
VGB,,1991,80FFFF
BRN,,1991,B0FFFF
BFA,,1991,FF7000
BDI,,1991,FFA000
KHM,,1991,7000FF
CMR,,1991,0070FF
CPV,,1991,FF0070
CYM,,1991,70FF00
CAF,,1991,007000
TCD,,1991,A000FF
COM,,1991,700000
COG,,1991,00A0FF
COK,,1991,FF7070
CRI,,1991,FF00A0
CIV,,1991,70FF70
CUB,,1991,7070FF
COD,,1991,FFFF70
DJI,,1991,FF70FF
DMA,,1991,70FFFF
DOM,,1991,FF6000
SLV,,1991,A0FF00
GNQ,,1991,00A000
SWZ,,1991,FF0060
ETH,,1991,60FF00
FLK,,1991,006000
FRO,,1991,600000
FJI,,1991,FF6060
GUF,,1991,60FF60
PYF,,1991,6060FF
GAB,,1991,A00000
GMB,,1991,FFFF60
GHA,,1991,FF60FF
GIB,,1991,60FFFF
GRL,,1991,FF5000
GRD,,1991,5000FF
GLP,,1991,0050FF
GUM,,1991,FF0050
GTM,,1991,50FF00
GIN,,1991,005000
GNB,,1991,500000
GUY,,1991,FF5050
HTI,,1991,50FF50
HND,,1991,5050FF
IRQ,,1991,FFB0B0
JAM,,1991,FFFF50
JOR,,1991,FF50FF
KEN,,1991,A0FFA0
KIR,,1991,50FFFF
KWT,,1991,FFC8FF
LAO,,1991,4000FF
LBN,,1991,0040FF
LSO,,1991,FF0040
LBR,,1991,40FF00
LBY,,1991,A0A0FF
MAC,,1991,004000
MDG,,1991,400000
MWI,,1991,FF4040
MDV,,1991,40FF40
MLI,,1991,4040FF
MLT,,1991,FFFFA0
MTQ,,1991,FFFF40
MRT,,1991,FF40FF
MUS,,1991,40FFFF
FSM,,1991,FF3000
MNG,,1991,A0FFFF
MSR,,1991,3000FF
MOZ,,1991,0030FF
MMR,,1991,9000FF
NAM,,1991,FF0030
NRU,,1991,30FF00
NPL,,1991,003000
ANT,,1991,300000
NCL,,1991,FF3030
NIC,,1991,30FF30
NER,,1991,3030FF
NGA,,1991,0090FF
NIU,,1991,FFFF30
PRK,,1991,FF30FF
MNP,,1991,30FFFF
OMN,,1991,00B0FF
PAN,,1991,2000FF
PNG,,1991,0020FF
PRY,,1991,FF0020
PRI,,1991,20FF00
QAT,,1991,00B000
REU,,1991,002000
RWA,,1991,200000
SHN,,1991,FF2020
KNA,,1991,20FF20
LCA,,1991,2020FF
SPM,,1991,FFFF20
VCT,,1991,FF20FF
WSM,,1991,20FFFF
STP,,1991,FF1000
SEN,,1991,1000FF
SRB,,1991,FF0090
SYC,,1991,0010FF
SLE,,1991,FF0010
SLB,,1991,10FF00
SOM,,1991,001000
SDN,,1991,009000
SUR,,1991,100000
SYR,,1991,900000
TZA,,1991,10FF10
TGO,,1991,1010FF
TON,,1991,FFFF10
TUN,,1991,FF9090
TCA,,1991,FF10FF
TUV,,1991,10FFFF
UGA,,1991,FF0000
ARE,,1991,F00000
VIR,,1991,00FF00
URY,,1991,90FF90
VUT,,1991,0000FF
ESH,,1991,FFFFFF
YEM,,1991,9090FF
ZMB,,1991,#VALUE!
ZWE,,1991,FFFF90
AFG,,1990,FF90FF
ALB,,1990,90FFFF
ASM,,1990,FF8000
AGO,,1990,B0FFB0
ATA,,1990,8000FF
ATG,,1990,0080FF
ABW,,1990,80FF00
BHS,,1990,008000
BHR,,1990,B0B0FF
BRB,,1990,800000
BLZ,,1990,FF8080
BEN,,1990,80FF80
BMU,,1990,8080FF
BTN,,1990,FFFF80
BOL,,1990,FFFFB0
BWA,,1990,FF80FF
VGB,,1990,80FFFF
BRN,,1990,B0FFFF
BFA,,1990,FF7000
BDI,,1990,FFA000
KHM,,1990,7000FF
CMR,,1990,0070FF
CPV,,1990,FF0070
CYM,,1990,70FF00
CAF,,1990,007000
TCD,,1990,A000FF
COM,,1990,700000
COG,,1990,00A0FF
COK,,1990,FF7070
CRI,,1990,FF00A0
CIV,,1990,70FF70
CUB,,1990,7070FF
COD,,1990,FFFF70
DJI,,1990,FF70FF
DMA,,1990,70FFFF
DOM,,1990,FF6000
SLV,,1990,A0FF00
GNQ,,1990,00A000
SWZ,,1990,FF0060
ETH,,1990,60FF00
FLK,,1990,006000
FRO,,1990,600000
FJI,,1990,FF6060
GUF,,1990,60FF60
PYF,,1990,6060FF
GAB,,1990,A00000
GMB,,1990,FFFF60
GHA,,1990,FF60FF
GIB,,1990,60FFFF
GRL,,1990,FF5000
GRD,,1990,5000FF
GLP,,1990,0050FF
GUM,,1990,FF0050
GTM,,1990,50FF00
GIN,,1990,005000
GNB,,1990,500000
GUY,,1990,FF5050
HTI,,1990,50FF50
HND,,1990,5050FF
IRQ,,1990,FFB0B0
JAM,,1990,FFFF50
JOR,,1990,FF50FF
KEN,,1990,A0FFA0
KIR,,1990,50FFFF
KWT,,1990,FFC8FF
LAO,,1990,4000FF
LBN,,1990,0040FF
LSO,,1990,FF0040
LBR,,1990,40FF00
LBY,,1990,A0A0FF
MAC,,1990,004000
MDG,,1990,400000
MWI,,1990,FF4040
MDV,,1990,40FF40
MLI,,1990,4040FF
MLT,,1990,FFFFA0
MTQ,,1990,FFFF40
MRT,,1990,FF40FF
MUS,,1990,40FFFF
FSM,,1990,FF3000
MNG,,1990,A0FFFF
MSR,,1990,3000FF
MOZ,,1990,0030FF
MMR,,1990,9000FF
NAM,,1990,FF0030
NRU,,1990,30FF00
NPL,,1990,003000
ANT,,1990,300000
NCL,,1990,FF3030
NIC,,1990,30FF30
NER,,1990,3030FF
NGA,,1990,0090FF
NIU,,1990,FFFF30
PRK,,1990,FF30FF
MNP,,1990,30FFFF
OMN,,1990,00B0FF
PAN,,1990,2000FF
PNG,,1990,0020FF
PRY,,1990,FF0020
PRI,,1990,20FF00
QAT,,1990,00B000
REU,,1990,002000
RWA,,1990,200000
SHN,,1990,FF2020
KNA,,1990,20FF20
LCA,,1990,2020FF
SPM,,1990,FFFF20
VCT,,1990,FF20FF
WSM,,1990,20FFFF
STP,,1990,FF1000
SEN,,1990,1000FF
SRB,,1990,FF0090
SYC,,1990,0010FF
SLE,,1990,FF0010
SLB,,1990,10FF00
SOM,,1990,001000
SDN,,1990,009000
SUR,,1990,100000
SYR,,1990,900000
TZA,,1990,10FF10
TGO,,1990,1010FF
TON,,1990,FFFF10
TUN,,1990,FF9090
TCA,,1990,FF10FF
TUV,,1990,10FFFF
UGA,,1990,FF0000
ARE,,1990,F00000
VIR,,1990,00FF00
URY,,1990,90FF90
VUT,,1990,0000FF
ESH,,1990,FFFFFF
YEM,,1990,9090FF
ZMB,,1990,#VALUE!
ZWE,,1990,FFFF90
AFG,,1989,FF90FF
ALB,,1989,90FFFF
ASM,,1989,FF8000
AGO,,1989,B0FFB0
ATA,,1989,8000FF
ATG,,1989,0080FF
ABW,,1989,80FF00
BHS,,1989,008000
BHR,,1989,B0B0FF
BRB,,1989,800000
BLZ,,1989,FF8080
BEN,,1989,80FF80
BMU,,1989,8080FF
BTN,,1989,FFFF80
BOL,,1989,FFFFB0
BWA,,1989,FF80FF
VGB,,1989,80FFFF
BRN,,1989,B0FFFF
BFA,,1989,FF7000
BDI,,1989,FFA000
KHM,,1989,7000FF
CMR,,1989,0070FF
CPV,,1989,FF0070
CYM,,1989,70FF00
CAF,,1989,007000
TCD,,1989,A000FF
COM,,1989,700000
COG,,1989,00A0FF
COK,,1989,FF7070
CRI,,1989,FF00A0
CIV,,1989,70FF70
CUB,,1989,7070FF
COD,,1989,FFFF70
DJI,,1989,FF70FF
DMA,,1989,70FFFF
DOM,,1989,FF6000
ECU,,1989,B0FF00
SLV,,1989,A0FF00
GNQ,,1989,00A000
SWZ,,1989,FF0060
ETH,,1989,60FF00
FLK,,1989,006000
FRO,,1989,600000
FJI,,1989,FF6060
GUF,,1989,60FF60
PYF,,1989,6060FF
GAB,,1989,A00000
GMB,,1989,FFFF60
GHA,,1989,FF60FF
GIB,,1989,60FFFF
GRL,,1989,FF5000
GRD,,1989,5000FF
GLP,,1989,0050FF
GUM,,1989,FF0050
GTM,,1989,50FF00
GIN,,1989,005000
GNB,,1989,500000
GUY,,1989,FF5050
HTI,,1989,50FF50
HND,,1989,5050FF
IRQ,,1989,FFB0B0
JAM,,1989,FFFF50
JOR,,1989,FF50FF
KEN,,1989,A0FFA0
KIR,,1989,50FFFF
KWT,,1989,FFC8FF
LAO,,1989,4000FF
LBN,,1989,0040FF
LSO,,1989,FF0040
LBR,,1989,40FF00
LBY,,1989,A0A0FF
MAC,,1989,004000
MDG,,1989,400000
MWI,,1989,FF4040
MDV,,1989,40FF40
MLI,,1989,4040FF
MLT,,1989,FFFFA0
MTQ,,1989,FFFF40
MRT,,1989,FF40FF
MUS,,1989,40FFFF
FSM,,1989,FF3000
MNG,,1989,A0FFFF
MSR,,1989,3000FF
MOZ,,1989,0030FF
MMR,,1989,9000FF
NRU,,1989,30FF00
NPL,,1989,003000
ANT,,1989,300000
NCL,,1989,FF3030
NIC,,1989,30FF30
NER,,1989,3030FF
NGA,,1989,0090FF
NIU,,1989,FFFF30
PRK,,1989,FF30FF
MNP,,1989,30FFFF
OMN,,1989,00B0FF
PAN,,1989,2000FF
PNG,,1989,0020FF
PRY,,1989,FF0020
PRI,,1989,20FF00
QAT,,1989,00B000
REU,,1989,002000
RWA,,1989,200000
SHN,,1989,FF2020
KNA,,1989,20FF20
LCA,,1989,2020FF
SPM,,1989,FFFF20
VCT,,1989,FF20FF
WSM,,1989,20FFFF
STP,,1989,FF1000
SEN,,1989,1000FF
SYC,,1989,0010FF
SLE,,1989,FF0010
SLB,,1989,10FF00
SOM,,1989,001000
SDN,,1989,009000
SUR,,1989,100000
SYR,,1989,900000
TZA,,1989,10FF10
TGO,,1989,1010FF
TON,,1989,FFFF10
TUN,,1989,FF9090
TCA,,1989,FF10FF
TUV,,1989,10FFFF
UGA,,1989,FF0000
ARE,,1989,F00000
VIR,,1989,00FF00
URY,,1989,90FF90
VUT,,1989,0000FF
ESH,,1989,FFFFFF
YEM,,1989,9090FF
ZMB,,1989,#VALUE!
ZWE,,1989,FFFF90
AFG,,1988,FF90FF
ALB,,1988,90FFFF
ASM,,1988,FF8000
AGO,,1988,B0FFB0
ATA,,1988,8000FF
ATG,,1988,0080FF
ABW,,1988,80FF00
BHS,,1988,008000
BHR,,1988,B0B0FF
BRB,,1988,800000
BLZ,,1988,FF8080
BEN,,1988,80FF80
